#OTU ID	ESSE.222.0148	ESSE.222.0230	ESSE.222.0235	ESSE.222.0243	ESSE.222.0266	ESSE.222.0330	ESSE.222.0331	ESSE.222.0333	ESSE.222.0334	ESSE.222.0336	ESSE.222.0337	ESSE.222.0268	ESSE.222.0147	ESSE.222.0267	ESSE.222.0272	ESSE.222.0335	ESSE.222.0332
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2550-sp2565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000132115909691	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76667817002e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__Bryobacter;s__sp2586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72167299351e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__sp2759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125675505844	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__sp3262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.87121217722e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__sp3329-sp3547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07500862751e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__sp3387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72167299351e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__NA;s__sp3461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39834081051e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__NA;f__NA;g__bacterium;s__enrichment	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59591053547e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Illumatobacter;s__sp4235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59591053547e-05	0.0	0.0	5.41334253602e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Illumatobacter;s__sp4242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203873598369	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__NA;s__sp4200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.02304297363e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__NA;s__sp4208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99442345746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__NA;s__sp4251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39479522696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__NA;s__sp4252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113929363794	0.0	0.0	8.45834771252e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__sp4308-sp4312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107933081489	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__sp4310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76231065507e-05	0.0	5.07500862751e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__*Microthrix;s__sp4288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73667471901e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__*Microthrix;s__sp4297-sp4299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06000690201e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__*Microthrix;s__sp4299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000199617006016	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4440-sp4514-sp4605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06000690201e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000246983753206	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59591053547e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59405168795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13501552953e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73667471901e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.81168334653e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59405168795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06000690201e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125921928404	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__dentalis-orihominis-sp4753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207471367752	6.65340913291e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__funkei-meyeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.42834426152e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__georgiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000798237132642	0.0	0.00138514121245	0.00014415719788	0.0	5.75167644452e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__gerencseriae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000556517437546	0.0	0.00208070995982	0.0	0.00011009659141	0.000189466988761	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__graevenitzii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031479774245	0.0	0.000137914493014	0.0	0.0	8.79668162103e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__haliotis-radicidentis	0.0	0.0	0.0	5.64707815043e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00022178030443	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__israelii	0.0	0.0	0.0	0.0	0.0	0.0	0.00115386834362	0.000359768848515	0.0	0.00720153504827	0.0	0.0	7.78167989552e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__israelii-oricola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000605624512802	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__johnsonii-naeslundii-oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000921907674319	0.0	0.0	5.91414145148e-05	0.0	0.000805234702232	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__johnsonii-oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000215866162979	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__massiliensis	0.0	0.0	0.0	5.64707815043e-05	6.41660250064e-05	0.0	0.00195633132805	0.000118049153419	0.0	0.0015650296816	0.000121979167437	0.0	0.000159016936995	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99422121287e-05	0.0	0.000299814115249	0.0	0.000154135227973	0.00014210024157	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri-odontolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.000393364208053	0.0	0.0	0.000455717455178	0.0	0.0	0.000125183546145	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii	0.0	0.0	0.0	0.000143743807465	0.0	0.0	0.000267487661476	0.0	0.0	0.00679378785153	0.000691215282142	0.0	0.000500734184581	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii-oris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0246497875115	0.0	0.00297415602327	0.000136764521065	0.0	0.00015563359791	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__odontolyticus	0.000212677561034	0.0	0.0	0.0	0.000132915337513	0.0	0.00243885808993	0.00851078182268	0.0	0.0111590813696	7.02304297363e-05	0.0	0.000203000345101	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris	0.0	0.0	0.0	0.0	0.0	0.0	0.000608403308455	0.012743687181	0.0	0.00902440486898	0.000236565658059	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris-viscosus	0.0	0.0	0.0	0.0	9.62490375096e-05	0.0	0.0	0.00630157623727	0.0	0.00327397013851	0.0	8.44073867473e-05	0.000301117178566	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__sp4762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000263836421419	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__sp4769	0.0	0.0	0.0	0.0	0.0	0.0	5.76934171811e-05	0.0	0.0	0.00381963182827	0.000140460859473	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000157398871225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__viscosus	0.000183001622285	0.000130928221578	0.000119058957996	0.000266952785293	0.000109998900011	0.0	0.000681831293958	0.00738088278281	6.2353469347e-05	0.000575643101277	0.000694911620549	9.90869322686e-05	0.00161723608263	7.11264533505e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__NA;s__sp4816	0.0	0.0	0.0	0.000333690981616	0.0	0.0	0.0	0.000213612753806	0.000149648326433	0.000623613359717	0.0	0.0	8.79668162103e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__NA;s__sp4820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99422121287e-05	0.0	0.000185884751454	5.54450761076e-05	0.0	0.0001353335634	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__cambriense	0.0	0.0	0.0	0.0	0.0	0.0	0.000173080251543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__breve	0.0	0.0	0.0	0.0	0.0	0.0	0.00212941157959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__dentium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000677579900462	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48241632164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__vaginalis	0.00274502433427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269832703724	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__wiggsiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000539665407447	0.000125675505844	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000151736433814	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens	0.000202785581451	0.0	0.00370987713116	0.00115508416713	0.0	7.46949954353e-05	0.00328852477932	0.0	0.000174589714172	0.000509683995923	0.00107563447649	0.00195971932709	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-atypicum-macginleyi	0.000108811775412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-macginleyi	0.000459977050607	0.000488005189519	0.0	0.0	0.000128332050013	0.0	0.0	0.000483439390192	0.0	0.0	0.000162638889916	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum	0.0	0.0	0.0	0.00234610428613	0.0	0.0	0.0	0.0	5.40396734341e-05	0.000281825268334	0.00014415719788	0.000157805114354	0.000223300379611	0.000317698158299	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum-freneyi-xerosis	0.0	0.0	0.0	6.67381963232e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53517440206e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__appendicis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105585208094	0.0	0.0	4.77085229441e-05	0.00012856688523	5.69011626804e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aquatimens-glaucum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143910775319	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__atypicum	0.0	7.14153935881e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.57258775212e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__atypicum-frankenforstense	0.0	0.0	0.0	0.0	0.000247497525025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__atypicum-sp5027	0.0	0.0	0.0	0.0	0.0	8.71441613412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aurimucosum	0.0	0.0	0.0	0.000580108937271	0.0	0.0	0.000729034998925	0.0	0.0	7.79516699646e-05	0.000110890152215	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__bovis	0.000242353499782	0.00171396944611	0.0	0.0	0.00566494335057	0.0	0.00154723255167	0.0	0.0	0.0	0.000280921718945	0.0	0.0	5.21593991237e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__casei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000167895904539	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__confusum-pseudogenitalium-tuberculostearicum	5.44058877062e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000146994670258	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae-mucifaciens-pilbarense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012180020706	6.63846897938e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae-pilbarense	0.0	0.0	7.61977331174e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000215866162979	0.000292010734167	0.000407357388215	0.000588701000792	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__durum	0.0	0.0	0.0	0.0	0.0	0.0	0.00272732517583	0.000697052143997	0.0	0.000461713737483	0.000861246848872	8.44073867473e-05	0.000487200828241	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__falsenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91414145148e-05	0.0	3.72167299351e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__falsenii-jeikeium	0.0	0.0	0.0	0.0	0.0	0.0	0.000209794244295	0.0	0.0	0.000803501828866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
