#OTU ID	ESSE.222.438	ESSE.222.442	ESSE.222.443	ESSE.222.444	ESSE.222.445	ESSE.222.446	ESSE.222.447	ESSE.222.448	ESSE.222.449	ESSE.222.459	ESSE.222.500	ESSE.222.511	ESSE.222.521	ESSE.222.522	ESSE.222.523	ESSE.222.524
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4502	0.0010637994738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4509	0.000427419431437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4600	0.00138673859977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__NA;g__NA;s__sp4622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000163409373162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__dentalis-orihominis-sp4753	0.0	0.00172194264233	0.0	0.000252620942276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000317860470214	0.000280602618313
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__europaeus	0.0	0.0	0.000488780271051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__georgiae	0.0	0.00448675195538	0.000266607420573	0.00126310471138	0.0	0.000138795468862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000177726226779	0.0	0.00070634452196
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__georgiae-sp4761	0.0	0.0	0.0	0.0	0.0	0.000138795468862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__gerencseriae	0.0	0.0014430364397	0.000266607420573	0.0	0.0	0.000170825192445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000435417856002
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__graevenitzii	0.0	0.0	0.00206620750944	0.00127713920817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019891261106	0.0	0.000187080238714	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__haliotis-radicidentis	0.0	0.000266779845995	0.0	0.0	0.0	0.000266914363196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__howellii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000899863569072
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__israelii	0.0	0.00166131085915	0.0	0.000940311285139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__johnsonii-oris	0.0	0.00269205117323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011998180921
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__johnsonii-oris-viscosus	0.0	0.00031528527254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274017646736	0.000261250713601
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__massiliensis	0.0	0.00495967986418	0.000299933348145	0.014245014245	0.0	0.000256237788668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000164410588042	0.00316403642028
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri	0.0	0.000897350391075	0.0	0.0	0.0	0.000192178341501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri-odontolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000241568585348	0.0	0.0	0.00019643425065	0.0	0.000919215473783
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii	0.0	0.00122476202025	0.000655409908909	0.00463138394173	0.000219047948443	0.00147336728484	0.0	0.0	0.0	0.000172655659868	0.0	0.0	0.0	0.000271266346136	0.0	0.00383167713282
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii-oris	0.0	0.00510519614382	0.000244390135525	0.00152976015045	0.0	0.000512475577336	0.0	0.0	0.0	0.0	0.000254989062311	0.00027626751536	0.000441181104844	0.0	0.0	0.00152880047219
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii-oris-viscosus	0.0	0.0	0.0	0.0	0.0	0.0	0.000256697470363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174167142401
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__neuii	0.0	0.0	0.000133303710287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__odontolyticus	0.00233655955852	0.00132177287334	0.00605421017552	0.00635762704728	0.000818547596813	0.00024556121414	0.000805096611593	0.0	0.0	0.000118700766159	0.000201307154456	0.00430977323962	0.000357146608683	0.00172113819617	0.00060283882282	0.000512825474847
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris	0.0	0.00160067907597	0.000555432126194	0.0243638864329	0.0	0.00114239347448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000411576525172	0.00020825341152	0.00435417856002
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris-viscosus	0.00381828025417	0.0	0.0025105532104	0.0	0.0	0.00073668364242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000336744429686	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__sp4769	0.0	0.00440186745892	0.000155520995334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__timonensis	0.0	0.0	0.0	0.0	0.0	0.000266914363196	0.0	0.0	0.0	0.0	0.0	0.000143659107987	0.000126051744241	0.0	0.000263056940867	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__turicensis	0.0	0.0	0.000211064207954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__viscosus	0.00397974981716	0.0	0.00263274827816	0.0455559765905	0.0	0.000363003533946	0.0	0.0	0.0	0.0	0.0	0.000408875922734	0.0	0.0	0.0	0.00110305856854
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__curtisii	0.0	0.0	0.00014441235281	0.0	0.0	0.000128118894334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__NA;s__sp4816	0.0	0.00331049536167	0.000622083981337	0.000392965910207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000186331999781	0.000745048331382
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__NA;s__sp4820	0.0	0.0	0.000155520995334	0.0	0.00033433634236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__cambriense	0.0	0.0	0.000177738280382	0.0	0.0	0.000256237788668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__dentium	0.0	0.0	0.0	0.0	0.0	0.000160148617917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187861910445	0.0	0.000112248143229	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104679720317	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens	0.0	0.00760322561087	0.0	0.00261041640352	0.0	0.0	0.0	0.0	0.00206391146119	0.0	0.0	0.0	0.00179623735543	0.0	0.00282786211432	0.000125787380623
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-macginleyi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000561130894572	0.0	0.00117137426513	0.0	0.0	0.00230174823259	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum	0.0	0.0	0.0127749389025	0.0	0.0	0.00381153710643	0.0	0.0	0.0	0.0	0.0	0.00047518012642	0.000420172480803	0.000112248143229	0.0	0.000290278570668
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__appendicis	0.0	0.0	0.0131637413908	0.0	0.0	0.0	0.0	0.000152515414951	0.0	0.0	0.0	0.0	0.00171220285927	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__appendicis-genitalium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231094864442	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aquatimens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00163867267513	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aurimucosum	0.0	0.0	0.0290602088425	0.0	0.000172932590876	0.00202854916029	0.0	0.000174303331372	0.0	0.000118700766159	0.0	0.0	0.00232145295644	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aurimucosum-sp5023	0.0	0.0	0.0	0.0	0.0	0.000309620661307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__bovis	0.0	0.00132177287334	0.0425127749389	0.0237884720643	0.0	0.000277590937724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__confusum-pseudogenitalium-tuberculostearicum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000375773354985	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae	0.0	0.0	0.00142190624306	0.0	0.000138346072701	0.0	0.0	0.0	0.0	0.000161864681127	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae-mucifaciens-pilbarense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000685143438094	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae-pilbarense	0.0	0.0	0.0372694956676	0.0	0.0	0.000661947620725	0.0	0.0032355055886	0.0	0.0	0.0	0.0	0.00556728537064	0.000430284549043	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__durum	0.00494856719508	0.000266779845995	0.00135525438791	0.000392965910207	0.0	0.00234884639612	0.0	0.0	0.0	0.000118700766159	0.0	0.000430977323962	0.000367650920703	0.000289974370007	0.000142489176303	0.0127432292523
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__falsenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000161045723565	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__freneyi-xerosis	0.00654426640578	0.0	0.000499888913575	0.0	0.000172932590876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000580917411081	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__genitalium	0.0	0.0	0.000277716063097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187886677493	0.0	0.00158615111503	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__genitalium-tuscaniense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00557778968266	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__glaucum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000252103488482	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__glucuronolyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000514711288984	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__glucuronolyticum-pyruviciproducens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000231094864442	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__glyciniphilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000174303331372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__halotolerans	0.0	0.0	0.0	0.0	0.0	0.000170825192445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__imitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00400897662157	0.0	0.0	0.000603921463369	0.0	0.000871857897667	0.0	0.0	0.000164491190045
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__jeikeium	0.0	0.0	0.00816485225505	0.0	0.0	0.000117442319806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019643425065	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__kroppenstedtii	0.0	0.03576062572	0.0892468340369	0.127517437862	0.0	0.0518454459071	0.000793428544759	0.581334292002	0.00061817637968	0.0	0.0	0.000353622419661	0.0096744713705	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__lipophiloflavum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000690524469776	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__matruchotii	0.00115878156967	0.0104529194204	0.000622083981337	0.000996449272311	0.0	0.00024556121414	0.0	0.0	0.0	0.0	0.0	0.000165760509216	0.000210086240402	0.000570594728079	0.0	0.00105467880676
