#OTU ID	ESSE.222.0386	ESSE.222.0390	ESSE.222.0389	ESSE.222.0387	ESSE.222.0391	ESSE.222.0392
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__johnsonii-oris	0.0	0.000896884506451	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__massiliensis	0.0	0.00122731564041	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__meyeri	0.0	6.29392636106e-05	0.0	0.000177106369128	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__naeslundii	0.0	0.00259624462394	0.0	0.000799371990388	0.0	0.000169767462107
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__odontolyticus	0.0	0.00230777299906	0.0	0.00354691404118	0.000140294882306	0.000130590355467
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__oris-viscosus	0.0	0.00210322039232	0.0	0.000191466345003	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__sp4769	0.00135789397111	0.000146858281758	0.0	0.00188594349828	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__timonensis	0.0	0.00109094723592	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__viscosus	8.8909724299e-05	0.000566453372496	0.0	0.00179021032578	0.000175368602882	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__NA;s__sp4820	0.0	7.34291408791e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__cambriense	0.0	0.000104898772684	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum	0.0	0.0	0.0	0.000229759614004	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__vaginalis	0.0	0.0	0.0	8.61598552514e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia;s__denticolens	0.0	0.0	0.0	0.000119666465627	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__wiggsiae	0.0	0.0	0.0	0.000172319710503	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens	0.000177819448598	0.00526591838875	0.00543146716928	0.0	0.0	0.0031602866023
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-atypicum-macginleyi	0.0	0.0	0.0	0.0	0.0	0.000500596362623
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__accolens-macginleyi	0.0	0.0	0.0	0.000488239179758	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum	0.0	0.0	0.0	0.0	0.000105221161729	0.000679069848428
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__amycolatum-freneyi-xerosis	0.0	0.0	0.0	0.000129239782877	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__appendicis	0.0	0.00130598971992	0.0	0.0	0.0	0.000548479492961
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__aurimucosum	0.0	0.000115388649953	0.0	0.0	6.57632260808e-05	0.000269886734632
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__bovis	0.0	0.000104898772684	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae	0.0	0.0	0.0	0.0	0.000328816130404	0.000139296379165
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__coyleae-pilbarense	0.0	0.00153676701983	0.000984479719297	0.0	0.000258668689251	0.00055283250481
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__durum	0.0	0.000519248924788	0.0	0.000167533051878	0.000100836946657	0.000104472284374
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__falsenii	0.0	0.0	0.00187219433798	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__genitalium	0.0	0.00237071226267	0.0	0.0	0.0	0.000191532521352
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__glaucum	0.0	0.000613657820204	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__glucuronolyticum	0.0	0.0	0.0	0.0	0.0	0.000113178308071
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__halotolerans	0.0	0.0	0.0	0.0	4.82263657926e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__imitans	0.0	0.0	0.0	0.0	0.0	0.00100119272525
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__jeikeium	0.0	7.86740795133e-05	0.0	0.0	0.0	0.000235062639841
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__kroppenstedtii	0.0	0.000498269170251	0.00139678319148	0.000114879807002	0.00121881179003	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__lipophiloflavum	0.000743608603228	5.76943249764e-05	0.0	5.7439903501e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__mastitidis	0.0	0.0	0.0	0.0	0.0	0.000126237343618
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__matruchotii	0.0	0.00191440260149	0.0	0.000665345548886	4.82263657926e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__mucifaciens-pilbarense	0.0	7.34291408791e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__mucifaciens-ureicelerivorans	0.000109116479822	0.000902129445085	0.0	0.0	0.00078915871297	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__mustelae	0.0	5.76943249764e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__pilbarense	6.06202665675e-05	0.00043532990664	0.0	0.0	0.000438421507205	0.00242462759984
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__pseudodiphtheriticum	0.0	0.0144917654463	0.0	0.0	0.0	0.000213297580596
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__pseudogenitalium	0.0	0.0	0.0	0.0	0.0	6.52951777335e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__pseudogenitalium-tuberculostearicum	0.000703195092183	0.0542641351096	0.101931515552	0.000358999396881	0.0134902297767	0.0184045340971
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__pyruviciproducens	0.0	0.000115388649953	0.0	9.57331725016e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__riegelii	0.0	0.0	0.0	0.0	0.000197289678242	0.00015670842656
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__sundsvallense-thomssenii	0.0	0.000346165949858	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__tuberculostearicum	0.0	0.0	0.0	0.0	0.0	5.22361421868e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__variabile	0.0	7.34291408791e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__NA;s__sp5276	0.00444548621495	0.0261669988461	0.00197316661688	0.0057056970811	0.00328816130404	0.00911955982344
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Turicella;s__otitidis	0.0	0.000786740795133	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__hodleri	0.0	0.0	0.0	0.0	5.26105808647e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__obuense	0.0	0.0	0.0	6.2226562126e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;s__erythropolis-qingshengii-sp5959	0.0	0.000498269170251	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__aggregatus	0.0	0.0	0.0	0.0	0.000113989591873	0.000161061438409
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus;s__brasiliensis-taihuensis	0.0	0.0	0.0	9.09465138765e-05	6.57632260808e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__NA;g__NA;s__sp6166	0.0	0.0	0.0	0.0	0.000140294882306	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;s__flavida	0.0	0.0	0.0	7.17998793762e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella;s__multipartita	0.0	0.0	0.0	7.17998793762e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus;s__radiotolerans	0.0	0.0	0.0	6.70132207511e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus-Kineosporia;s__glutinatus-sp6208-sp6210	0.0	0.0	0.0	0.0	5.26105808647e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Kineosporia-Quadrisphaera;s__sp6210-sp6218	0.0	0.0	0.0	0.0	0.000109605376801	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Quadrisphaera;s__sp6218	0.0	0.0	0.0	0.000205826320878	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__NA	0.000379887003823	0.000776250917864	0.0	8.13731966264e-05	7.45316562249e-05	9.14132488269e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__casei	0.0	0.000194062729466	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__linens	0.0	0.0	0.0	0.0	0.0	5.22361421868e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__massiliense	0.0	0.0	0.0	0.0	0.0	0.000300357817574
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__conglomeratum-faecium-paraconglomeratum	0.0	0.000498269170251	0.0	0.000114879807002	5.69947959367e-05	5.65891540357e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__rhamnosum	0.0	0.0	0.0	0.000100519831127	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus;s__nishinomiyaensis	0.0	0.0	0.0166351829491	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Intrasporangium;s__sp6445	0.0	0.0	0.0	0.000234546272629	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Knoellia;s__flava	0.0	0.000152103220392	0.0	5.26532448759e-05	0.000140294882306	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Knoellia-Terracoccus;s__aerolata-luteus	0.0	0.0	0.0	5.26532448759e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__NA;s__NA	4.44548621495e-05	6.29392636106e-05	0.0	0.000157959734628	5.26105808647e-05	6.09421658846e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinimicrobium;s__murale	0.0	0.0	0.0	5.26532448759e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Serinicoccus;s__profundi	0.0	0.0	0.0	6.2226562126e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter;s__koreensis-terrigena-tumescens	0.0	5.76943249764e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter-Terracoccus;s__NA	0.0	0.0	0.0	9.09465138765e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__marinus	0.0	0.0	0.0	5.26532448759e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Amnibacterium;s__kyonggiense	0.0	0.0	0.0	0.00028241285888	0.000109605376801	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Curtobacterium;s__flaccumfaciens-oceanosedimentum	0.0	0.0	0.0	0.000114879807002	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Curtobacterium;s__herbarum-luteum-oceanosedimentum	0.0	6.29392636106e-05	0.0	0.000100519831127	9.64527315852e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter;s__komagatae	0.0	0.0	0.0	6.70132207511e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__NA	0.0	0.0	0.0	0.000181893027753	0.00014906331245	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__aurum	0.0	0.0	0.0	8.61598552514e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__binotii	0.0	0.0	0.0	0.000698852159262	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__ginsengiterrae-paraoxydans	0.0	0.0	0.0	0.000636625597136	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__hydrocarbonoxydans	0.0	0.0	0.0	0.000210612979504	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__maritypicum-oxydans	0.0	0.000293716563516	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__natoriense-testaceum	0.0	0.0	0.0	0.0045233924007	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__oleivorans	0.0	0.0	0.0	0.0	0.000100836946657	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microterricola-Phycicola;s__gilvus-viridarii	0.0	0.0	0.0	0.000268052883004	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Plantibacter;s__auratus-flavus	0.0	0.0	0.0	0.000114879807002	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__cumminsii	0.0	0.0	0.0	5.7439903501e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter-Pseudarthrobacter;s__NA	0.0	0.000141613343124	0.0	0.000110093148377	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__assamensis-palustris	7.2744319881e-05	0.000246512115808	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__kristinae	0.0	0.0	0.0	0.0	0.000245516044035	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__rhizophila	0.0	0.000529738802056	0.0046447248295	0.0	0.0	6.09421658846e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__rhizophila-salsicia	0.0	0.000681842022448	0.0056628619751	0.000244119589879	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__NA	0.000137405937553	0.00120633588587	0.0	0.000426012617632	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__aloeverae	0.000246522417375	0.00386551977342	0.0	0.00030155949338	0.000473495227782	0.000100119272525
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__cohnii	7.2744319881e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__lylae	0.0	0.0	0.0	0.0	0.0	7.83542132802e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__aeria	0.0	0.000131123465855	0.0	0.0	4.82263657926e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__dentocariosa	0.000109116479822	0.000120633588587	0.00182170819853	0.00119187799764	0.0	0.000134943367316
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__mucilaginosa	7.67856709855e-05	0.00262246931711	0.0	0.00967383708129	7.8915871297e-05	0.000330828900516
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__NA;f__NA;g__NA;s__NA	0.0	0.0	0.0	0.0	0.0	5.65891540357e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__ginsengisoli	0.0	0.0	0.0	5.26532448759e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__scoriae	0.0	0.000152103220392	0.0	7.17998793762e-05	0.0	7.83542132802e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__sp7563	0.0	0.0	0.0	0.000119666465627	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__sp7575	7.2744319881e-05	0.0	0.0	8.13731966264e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__NA;s__sp7701	0.0	0.0	0.0	0.000358999396881	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__alpinus	0.0	6.29392636106e-05	0.0	0.0	4.82263657926e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__aquiterrae	0.0	0.0	0.0	0.0	5.69947959367e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__aquiterrae-pyridinolyticus	0.0	0.0	0.0	6.2226562126e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__conyzicola	0.0	7.86740795133e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__halotolerans	0.0	0.0	0.0	6.2226562126e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__marinisabuli-sp7678	0.0	0.0	0.0	0.000105306489752	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__marinquilinus	0.0	0.0	0.0	6.2226562126e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__mesophilus	0.0	0.0	0.0	0.000100519831127	0.0	6.09421658846e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7658	0.0	0.0	0.0	5.26532448759e-05	8.76843014411e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7662	0.0	0.0	0.0	8.13731966264e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__sp7663	0.0	0.0	0.0	7.65865380013e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__flava	0.0	0.0	0.0	9.57331725016e-05	0.0	8.7060236978e-05
